Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Text,Sentiment_Label,Clean_Text
France,The Frog at Bercy Village,Negative,POOR SERVICE. Great atmosphere. Ok food,Aug 2015 •,"Can't understand it is number two of the pricey restaurants of Trip Advisor. I am nearly never disappointed! DON'T GO THERE.
The atmosphere is great. they serve you a cheap prosecco on the house. I could not drink it. Then you get the bottle home, a good detail, useless if the wine is poor. Service (the lady in the right was poor. Nervous, speedy, rushing. If we needed service, they suddenly would not hear. They pushed the tasting menus. We did not go for that. Tension when speaking to them. Tension between them (you might see it from the picture. The last thing you wanton holiday. Not a good tip from TripAdvisor","POOR SERVICE. Great atmosphere. Ok food Can't understand it is number two of the pricey restaurants of Trip Advisor. I am nearly never disappointed! DON'T GO THERE.
The atmosphere is great. they serve you a cheap prosecco on the house. I could not drink it. Then you get the bottle home, a good detail, useless if the wine is poor. Service (the lady in the right was poor. Nervous, speedy, rushing. If we needed service, they suddenly would not hear. They pushed the tasting menus. We did not go for that. Tension when speaking to them. Tension between them (you might see it from the picture. The last thing you wanton holiday. Not a good tip from TripAdvisor",0,poor service great atmosphere ok food cant understand number two pricey restaurants trip advisor i am nearly never disappointed dont go there atmosphere great they serve you cheap prosecco house i could not drink then you get bottle home good detail useless if wine poor service lady right poor nervous speedy rushing if needed service they suddenly would not hear they pushed tasting menus did not go that tension when speaking them tension between them you might see from picture last thing you wanton holiday not good tip from tripadvisor
France,The Frog at Bercy Village,Negative,Last Dinner in Rome. What a terrible choice.,Mar 2015 •,"We were in Rome for a few days for the wedding of our friends, and we booked for Ad Hoc because of my love for truffles. I thought it would be the best way to end the trip - I was wrong.

Cooking with truffles is not the same as sticking some truffle shavings on a dish. This restaurant believes on the later. Besides this (huge) issue, the service was slow, borderline rude and generally not in line with the prices of the menus.

The food itself was nothing more than average - every other meal we had in Rome was better - and I deeply regret visiting and above all convincing two of our friends to join us.

Food quality and service are a huge mismatch with the price. Would not visit again.","Last Dinner in Rome. What a terrible choice. We were in Rome for a few days for the wedding of our friends, and we booked for Ad Hoc because of my love for truffles. I thought it would be the best way to end the trip - I was wrong.

Cooking with truffles is not the same as sticking some truffle shavings on a dish. This restaurant believes on the later. Besides this (huge) issue, the service was slow, borderline rude and generally not in line with the prices of the menus.

The food itself was nothing more than average - every other meal we had in Rome was better - and I deeply regret visiting and above all convincing two of our friends to join us.

Food quality and service are a huge mismatch with the price. Would not visit again.",0,last dinner rome what terrible choice were rome few days wedding our friends booked ad hoc because my love truffles i thought would be best way end trip i wrong cooking truffles not same as sticking some truffle shavings dish restaurant believes later besides huge issue service slow borderline rude generally not line prices menus food itself nothing more than average every other meal rome better i deeply regret visiting above all convincing two our friends join us food quality service are huge mismatch price would not visit again
France,The Frog at Bercy Village,Negative,Disappointing,Jul 2015 •,"Our baseline for comparing ""fine dining"" restaurants while traveling is what we are used to in San Francisco where what we consider ""excellent"" would include the Slanted Door, Foreign Cinema, etc.
By that standard, Ad Hoc was a major disappointment.

Having enjoyed at Ciampini (above the Spanish Steps), on a previous evening, what was hands down the best duck breast I have ever had, I was looking for something at least as close in quality. So I tried duck breast at Ad Hoc and found it tough and pretty much tasteless (other than a truffle adornment). My spouse had veal stuffed rabbit which was mostly veal (dry ground meat) and little rabbit. 

Pasta with truffles and a sampler antipasti were good. But the main courses were just so sub par.

The wine selection was varied but I found the prices (at least of those wines with which I am familiar) to be high (even compared to other restaurants). There was no real sommelier and the waitress, despite knowing something about the wines they serve, had no knowledge of world wines like the California Pinot Noirs we were hoping to find a like offering for.

A well behaved toddler at an adjacent table eventually started to lose interest in remaining well behaved (as is reasonably expected) and that detracted as much from the fine dining experience as did the seating of male guests in shorts.  

Rounding out my unhappiness with Ad Hoc was the ""air conditioned"" temperature of 28 degrees Celsius, which is well into the high 80s F. It was almost as hot inside the restaurant as it was outside on a summer July evening in Rome.

We won't be going back.","Disappointing Our baseline for comparing ""fine dining"" restaurants while traveling is what we are used to in San Francisco where what we consider ""excellent"" would include the Slanted Door, Foreign Cinema, etc.
By that standard, Ad Hoc was a major disappointment.

Having enjoyed at Ciampini (above the Spanish Steps), on a previous evening, what was hands down the best duck breast I have ever had, I was looking for something at least as close in quality. So I tried duck breast at Ad Hoc and found it tough and pretty much tasteless (other than a truffle adornment). My spouse had veal stuffed rabbit which was mostly veal (dry ground meat) and little rabbit. 

Pasta with truffles and a sampler antipasti were good. But the main courses were just so sub par.

The wine selection was varied but I found the prices (at least of those wines with which I am familiar) to be high (even compared to other restaurants). There was no real sommelier and the waitress, despite knowing something about the wines they serve, had no knowledge of world wines like the California Pinot Noirs we were hoping to find a like offering for.

A well behaved toddler at an adjacent table eventually started to lose interest in remaining well behaved (as is reasonably expected) and that detracted as much from the fine dining experience as did the seating of male guests in shorts.  

Rounding out my unhappiness with Ad Hoc was the ""air conditioned"" temperature of 28 degrees Celsius, which is well into the high 80s F. It was almost as hot inside the restaurant as it was outside on a summer July evening in Rome.

We won't be going back.",0,disappointing our baseline comparing fine dining restaurants while traveling what are used san francisco where what consider excellent would include slanted door foreign cinema etc by that standard ad hoc major disappointment having enjoyed ciampini above spanish steps previous evening what hands down best duck breast i have ever i looking something least as close quality so i tried duck breast ad hoc found tough pretty much tasteless other than truffle adornment my spouse veal stuffed rabbit which mostly veal dry ground meat little rabbit pasta truffles sampler antipasti were good but main courses were just so sub par wine selection varied but i found prices least those wines which i am familiar be high even compared other restaurants there no real sommelier waitress despite knowing something about wines they serve no knowledge world wines like california pinot noirs were hoping find like offering well behaved toddler adjacent table eventually started lose interest remaining well behaved as reasonably expected that detracted as much from fine dining experience as did seating male guests shorts rounding out my unhappiness ad hoc air conditioned temperature degrees celsius which well into high s f almost as hot inside restaurant as outside summer july evening rome wont be going back
France,The Frog at Bercy Village,Negative,Disappointed,Jul 2015 •,"It's our last night in Rome, found this highly rated restaurant from trip adviser, had high expectation for the last fine dining in Rome. The Gaja wine was excellent, the tasting starter plate was great, however, everything else was disappointing. Most dishes were too salty, not well presented as a top rate restaurant should be. I wonder how it gets such great reviews on trip adviser... Maybe the excellent rating raised our expectation so it's hard to exceed! I almost doubt if it's the same chef tonight that prepare dishes for us!","Disappointed It's our last night in Rome, found this highly rated restaurant from trip adviser, had high expectation for the last fine dining in Rome. The Gaja wine was excellent, the tasting starter plate was great, however, everything else was disappointing. Most dishes were too salty, not well presented as a top rate restaurant should be. I wonder how it gets such great reviews on trip adviser... Maybe the excellent rating raised our expectation so it's hard to exceed! I almost doubt if it's the same chef tonight that prepare dishes for us!",0,disappointed its our last night rome found highly rated restaurant from trip adviser high expectation last fine dining rome gaja wine excellent tasting starter plate great however everything else disappointing most dishes were too salty not well presented as top rate restaurant should be i wonder how gets such great reviews trip adviser maybe excellent rating raised our expectation so its hard exceed i almost doubt if its same chef tonight that prepare dishes us
France,The Frog at Bercy Village,Negative,"Slow, slow, slow....",May 2015 •,"This was our 3rd visit to Ad Hoc - and it will be the last one too.

We had booked a table at 8.00 p.m. a month in advance and requested a table in the room to the left without any comments from Ad Hoc. However on arrival we were shown to a table in the room to the right. When we denied we were then shown to a table in the room to the left.

However this was only the beginning of our troubles. We were seated, offered a glass of spumante - very nice - and had the menu. Then for more than 20 minutes nothing happened. Then our orders were taken.

I ordered the fish tasting menu and my husband the land tasting menu. Both with pairing wine menu.

Then we had an amuse and now we started waiting again. At appr. 9.00 our starters were served and at appr. 10.00 our pastas were served. 
My pasta was not hot, only lukewarm. When I mentioned it to the waitress she said ""she would tell the chef"". 
Also I found out that for the fish menu the 3 starters and the 2 pastas both included smoked salmon and octopus/squid - not very varied.

At 10.30 e.g. 2 ½ hour after our arrival there were still no sign of the main courses. I then asked when we could expect these and were told that these long waiting hours was normal and that customers normally liked this. and that many customers actually booked tables at 18.00 or 19.00 p.m. to go home before 11.00 p.m.

I then asked for the bill - otherwise we could have stayed until midnight.

Payed 70 EUR for to starters, to pastas and four glasses of wine and the ""free"" spumante.

The other 2 times we had been very satisfied but after this time we will NEVER return.","Slow, slow, slow.... This was our 3rd visit to Ad Hoc - and it will be the last one too.

We had booked a table at 8.00 p.m. a month in advance and requested a table in the room to the left without any comments from Ad Hoc. However on arrival we were shown to a table in the room to the right. When we denied we were then shown to a table in the room to the left.

However this was only the beginning of our troubles. We were seated, offered a glass of spumante - very nice - and had the menu. Then for more than 20 minutes nothing happened. Then our orders were taken.

I ordered the fish tasting menu and my husband the land tasting menu. Both with pairing wine menu.

Then we had an amuse and now we started waiting again. At appr. 9.00 our starters were served and at appr. 10.00 our pastas were served. 
My pasta was not hot, only lukewarm. When I mentioned it to the waitress she said ""she would tell the chef"". 
Also I found out that for the fish menu the 3 starters and the 2 pastas both included smoked salmon and octopus/squid - not very varied.

At 10.30 e.g. 2 ½ hour after our arrival there were still no sign of the main courses. I then asked when we could expect these and were told that these long waiting hours was normal and that customers normally liked this. and that many customers actually booked tables at 18.00 or 19.00 p.m. to go home before 11.00 p.m.

I then asked for the bill - otherwise we could have stayed until midnight.

Payed 70 EUR for to starters, to pastas and four glasses of wine and the ""free"" spumante.

The other 2 times we had been very satisfied but after this time we will NEVER return.",0,slow slow slow our rd visit ad hoc will be last one too booked table pm month advance requested table room left without any comments from ad hoc however arrival were shown table room right when denied were then shown table room left however only beginning our troubles were seated offered glass spumante very nice menu then more than minutes nothing happened then our orders were taken i ordered fish tasting menu my husband land tasting menu both pairing wine menu then amuse now started waiting again appr our starters were served appr our pastas were served my pasta not hot only lukewarm when i mentioned waitress she said she would tell chef also i found out that fish menu starters pastas both included smoked salmon octopussquid not very varied eg hour after our arrival there were still no sign main courses i then asked when could expect these were told that these long waiting hours normal that customers normally liked that many customers actually booked tables pm go home before pm i then asked bill otherwise could have stayed until midnight payed eur starters pastas four glasses wine free spumante other times been very satisfied but after time will never return
France,The Frog at Bercy Village,Negative,Great ambience but the food quality ???,Apr 2015 •,"Ad Hoc restaurant had a top 60 rating in Rome and our family did have some expectations of well cooked food and good service this evening.  30 minutes before we where invited to a complimentary truffle tasting in the restaurants truffle store. This was a very nice startup for the dinner and maybe our expectations increased a bit more after this.
We got a glass of complimentary sparkling wine upon arriving and soon after a small teaser of cheese-mousse which was great.
We had scallops and tartare for starters. The scallops where well over done but the beef tartar was fresh and good. As main course we had the sucking pig that was again well over done and dry, also it had very little taste, it came with light fried and crispy artichoke that tasted good. We also had ox cheek that was a bit to well done.
Im happy we didn't go for the truffle dishes on the menu (same dishes but double price and truffle). With a good bottle of Tignanello (95€) the meal was 253€. For that I would expect a lot better quality from the kitchen! 
The ambience is very nice and service good so its really sad that the kitchen didn't deliver.
Ofcourse I didnt expect michelin star class but this experience was just not okej, this is what you could expect from the cheapest osteria anywhere. I would not go there again.","Great ambience but the food quality ??? Ad Hoc restaurant had a top 60 rating in Rome and our family did have some expectations of well cooked food and good service this evening.  30 minutes before we where invited to a complimentary truffle tasting in the restaurants truffle store. This was a very nice startup for the dinner and maybe our expectations increased a bit more after this.
We got a glass of complimentary sparkling wine upon arriving and soon after a small teaser of cheese-mousse which was great.
We had scallops and tartare for starters. The scallops where well over done but the beef tartar was fresh and good. As main course we had the sucking pig that was again well over done and dry, also it had very little taste, it came with light fried and crispy artichoke that tasted good. We also had ox cheek that was a bit to well done.
Im happy we didn't go for the truffle dishes on the menu (same dishes but double price and truffle). With a good bottle of Tignanello (95€) the meal was 253€. For that I would expect a lot better quality from the kitchen! 
The ambience is very nice and service good so its really sad that the kitchen didn't deliver.
Ofcourse I didnt expect michelin star class but this experience was just not okej, this is what you could expect from the cheapest osteria anywhere. I would not go there again.",0,great ambience but food quality ad hoc restaurant top rating rome our family did have some expectations well cooked food good service evening minutes before where invited complimentary truffle tasting restaurants truffle store very nice startup dinner maybe our expectations increased bit more after got glass complimentary sparkling wine upon arriving soon after small teaser cheesemousse which great scallops tartare starters scallops where well over done but beef tartar fresh good as main course sucking pig that again well over done dry also very little taste came light fried crispy artichoke that tasted good also ox cheek that bit well done im happy didnt go truffle dishes menu same dishes but double price truffle good bottle tignanello meal that i would expect lot better quality from kitchen ambience very nice service good so its really sad that kitchen didnt deliver ofcourse i didnt expect michelin star class but experience just not okej what you could expect from cheapest osteria anywhere i would not go there again
France,The Frog at Bercy Village,Negative,Do not bother.,Feb 2022 •,"While the wine was excellent and the atmosphere nice the food was neither. In fact, it was actually bad. This restaurant is a definite no go!","Do not bother. While the wine was excellent and the atmosphere nice the food was neither. In fact, it was actually bad. This restaurant is a definite no go!",0,do not bother while wine excellent atmosphere nice food neither fact actually bad restaurant definite no go
France,The Frog at Bercy Village,Negative,Lack of service,Feb 2015 •,"Booked six weeks ago by my girlfriend as her parents had highly recommended it and was so excited about the taster menu. Confirmed again several weeks ago. Dressed for a nice occasion to mark the end of our holiday, arrived by taxi and the lights were out. Note on the door saying closed for planned refurbishment. Not hard to send an email informing us as it was a pain to find another restaurant serving the same quality of food at no notice. Real shame as the reviews are so good for this place, not great service for potential customers this time though.","Lack of service Booked six weeks ago by my girlfriend as her parents had highly recommended it and was so excited about the taster menu. Confirmed again several weeks ago. Dressed for a nice occasion to mark the end of our holiday, arrived by taxi and the lights were out. Note on the door saying closed for planned refurbishment. Not hard to send an email informing us as it was a pain to find another restaurant serving the same quality of food at no notice. Real shame as the reviews are so good for this place, not great service for potential customers this time though.",0,lack service booked six weeks ago by my girlfriend as her parents highly recommended so excited about taster menu confirmed again several weeks ago dressed nice occasion mark end our holiday arrived by taxi lights were out note door saying closed planned refurbishment not hard send email informing us as pain find another restaurant serving same quality food no notice real shame as reviews are so good place not great service potential customers time though
France,The Frog at Bercy Village,Negative,Worst dining experience of my life!,Feb 2022 •,"****** DO NOT GO*******
I don't think I have ever been made to feel quite so invisible, unwanted and worthless in my life.
Can hardly find the words to describe just how terrible the service was at this restaurant.
Basically ignored by wait staff, left waiting, sneered at.
Ad Hoc there is no way that you deserve the position you have as one of Rome's top restaurants.
Absolutely appalling.
My experience was exactly the same as all the other ""terrible"" reviews. How a business can still be running with such a consistent level of poor customer service is beyond me!

*********VILE***********","Worst dining experience of my life! ****** DO NOT GO*******
I don't think I have ever been made to feel quite so invisible, unwanted and worthless in my life.
Can hardly find the words to describe just how terrible the service was at this restaurant.
Basically ignored by wait staff, left waiting, sneered at.
Ad Hoc there is no way that you deserve the position you have as one of Rome's top restaurants.
Absolutely appalling.
My experience was exactly the same as all the other ""terrible"" reviews. How a business can still be running with such a consistent level of poor customer service is beyond me!

*********VILE***********",0,worst dining experience my life do not go i dont think i have ever been made feel quite so invisible unwanted worthless my life can hardly find words describe just how terrible service restaurant basically ignored by wait staff left waiting sneered ad hoc there no way that you deserve position you have as one romes top restaurants absolutely appalling my experience exactly same as all other terrible reviews how business can still be running such consistent level poor customer service beyond me vile
France,The Frog at Bercy Village,Negative,"Great staff, terrible food",Feb 2022 •,"The only reason I'm giving it a poor and not terrible is because the staff is wonderful, attentive, knowledgeable and lovely. The food is just not good. We went on our honeymoon and did the truffle tasting. Every course was dry, overcooked, under seasoned and sometimes plain inedible. I couldn't even cut the duck with my knife. The ""tiramisu"" in the dessert tasting was whipped cream over coffee grounds. And the ""creme brûlée"" was about a teaspoon of pudding under such an absurdly thick layer of uncooked suger. Just really not good. 

It's not cheap, 150 euro per person for the mixed truffle tasting with wine. Just really really disappointing. We don't complain at restaurants so we grinned and bared it but for that much money we're pretty damn pissed. 

The place is beautiful, and again staff is lovely. But the food was just terrible. And to be honest, it seems like a bit of a racket. You're paying for truffles and there was very little on each dish. So besides the dishes being poorly cooked, they didn't have much truffle on them. 

I feel bad even writing this review. We work in restaurants and I hate crapping on other chefs. But this was just too much. If the restaurant sees this, please note that your staff is excellent. At least there's that.","Great staff, terrible food The only reason I'm giving it a poor and not terrible is because the staff is wonderful, attentive, knowledgeable and lovely. The food is just not good. We went on our honeymoon and did the truffle tasting. Every course was dry, overcooked, under seasoned and sometimes plain inedible. I couldn't even cut the duck with my knife. The ""tiramisu"" in the dessert tasting was whipped cream over coffee grounds. And the ""creme brûlée"" was about a teaspoon of pudding under such an absurdly thick layer of uncooked suger. Just really not good. 

It's not cheap, 150 euro per person for the mixed truffle tasting with wine. Just really really disappointing. We don't complain at restaurants so we grinned and bared it but for that much money we're pretty damn pissed. 

The place is beautiful, and again staff is lovely. But the food was just terrible. And to be honest, it seems like a bit of a racket. You're paying for truffles and there was very little on each dish. So besides the dishes being poorly cooked, they didn't have much truffle on them. 

I feel bad even writing this review. We work in restaurants and I hate crapping on other chefs. But this was just too much. If the restaurant sees this, please note that your staff is excellent. At least there's that.",0,great staff terrible food only reason im giving poor not terrible because staff wonderful attentive knowledgeable lovely food just not good went our honeymoon did truffle tasting every course dry overcooked under seasoned sometimes plain inedible i couldnt even cut duck my knife tiramisu dessert tasting whipped cream over coffee grounds creme brle about teaspoon pudding under such absurdly thick layer uncooked suger just really not good its not cheap euro per person mixed truffle tasting wine just really really disappointing dont complain restaurants so grinned bared but that much money were pretty damn pissed place beautiful again staff lovely but food just terrible be honest seems like bit racket youre paying truffles there very little each dish so besides dishes being poorly cooked they didnt have much truffle them i feel bad even writing review work restaurants i hate crapping other chefs but just too much if restaurant sees please note that your staff excellent least theres that
France,The Frog at Bercy Village,Negative,Stay away of it,Nov 2014 •,"We recently reserved for a family event and when we showed a rude girl at the door simply said they had given the table to other customers. We were 10' late (caught in the usual Roman traffic) but they didn't even think of calling us (why do they ask for the phone number?), just acted in the worst and least professional way. Happily the evening turned into a good one as we found a much better spot around there!","Stay away of it We recently reserved for a family event and when we showed a rude girl at the door simply said they had given the table to other customers. We were 10' late (caught in the usual Roman traffic) but they didn't even think of calling us (why do they ask for the phone number?), just acted in the worst and least professional way. Happily the evening turned into a good one as we found a much better spot around there!",0,stay away recently reserved family event when showed rude girl door simply said they given table other customers were late caught usual roman traffic but they didnt even think calling us why do they ask phone number just acted worst least professional way happily evening turned into good one as found much better spot around there
France,The Frog at Bercy Village,Negative,Dissapointing,Oct 2014 •,"Ambience is great, wine list very good.

Tasting menu was a selection of poor canapes, the ones that you have at really bad wedding receptions. Pig in a blanket type of bites.

Staff was ok but my server was not english or italian speaking....We didnt know what we were eating

I was shocked at the reviews I read....for 100 euro a person.....you expect something decent......how you can fail at pasta in Rome?","Dissapointing Ambience is great, wine list very good.

Tasting menu was a selection of poor canapes, the ones that you have at really bad wedding receptions. Pig in a blanket type of bites.

Staff was ok but my server was not english or italian speaking....We didnt know what we were eating

I was shocked at the reviews I read....for 100 euro a person.....you expect something decent......how you can fail at pasta in Rome?",0,dissapointing ambience great wine list very good tasting menu selection poor canapes ones that you have really bad wedding receptions pig blanket type bites staff ok but my server not english italian speakingwe didnt know what were eating i shocked reviews i readfor euro personyou expect something decenthow you can fail pasta rome
France,The Frog at Bercy Village,Negative,Not that kind of feeling,Jul 2014 •,"As we book by internet, and have the reply from them that there will be an event for tasting of truffle, just besides the main shop. I think that is quite a good starting and warm welcome. However, while arrive, the waiter told us it is another stall, not belong to them. We are told to walk 50 metres, however, there are a lot other restaurants nearby. And the worst is, it is raining. I just think they should lead me there, but in vain.

Food is okay, average. Wine was suggested to be the one next to me, just wonder if it is convenient for taking out, ha...","Not that kind of feeling As we book by internet, and have the reply from them that there will be an event for tasting of truffle, just besides the main shop. I think that is quite a good starting and warm welcome. However, while arrive, the waiter told us it is another stall, not belong to them. We are told to walk 50 metres, however, there are a lot other restaurants nearby. And the worst is, it is raining. I just think they should lead me there, but in vain.

Food is okay, average. Wine was suggested to be the one next to me, just wonder if it is convenient for taking out, ha...",0,not that kind feeling as book by internet have reply from them that there will be event tasting truffle just besides main shop i think that quite good starting warm welcome however while arrive waiter told us another stall not belong them are told walk metres however there are lot other restaurants nearby worst raining i just think they should lead me there but vain food okay average wine suggested be one next me just wonder if convenient taking out ha
France,The Frog at Bercy Village,Negative,Overpriced for subpar food,Feb 2022 •,"I saw the amazing reviews on TA so decided to book it for our first night in Rome.  To our dismay the food was terrible for my husband and average for me.  My husband likes lean beef and the waiter assured us it is lean meat.  It was so fatty he couldn't eat any of it. 
I ordered fish which was OK.  The meal was expensive and not impressive. 
Very disappointed.  Would Not recommend.","Overpriced for subpar food I saw the amazing reviews on TA so decided to book it for our first night in Rome.  To our dismay the food was terrible for my husband and average for me.  My husband likes lean beef and the waiter assured us it is lean meat.  It was so fatty he couldn't eat any of it. 
I ordered fish which was OK.  The meal was expensive and not impressive. 
Very disappointed.  Would Not recommend.",0,overpriced subpar food i saw amazing reviews ta so decided book our first night rome our dismay food terrible my husband average me my husband likes lean beef waiter assured us lean meat so fatty he couldnt eat any i ordered fish which ok meal expensive not impressive very disappointed would not recommend
France,The Frog at Bercy Village,Negative,Bad service and mediocre food,Feb 2022 •,"Bad service, literally had to flag down the waiter multiple times to get another glass of wine. Serving champagne in a wine glass is also odd for such a ""nice restaurant"". My fiancé and I both ordered the 5 course degestution. By the time we got to the 3rd course I asked for the check. I didn't want to waste anymore time in this place nor eat the bland food that looked as if it had been sitting under a heat lamp. There are much better options in Rome.","Bad service and mediocre food Bad service, literally had to flag down the waiter multiple times to get another glass of wine. Serving champagne in a wine glass is also odd for such a ""nice restaurant"". My fiancé and I both ordered the 5 course degestution. By the time we got to the 3rd course I asked for the check. I didn't want to waste anymore time in this place nor eat the bland food that looked as if it had been sitting under a heat lamp. There are much better options in Rome.",0,bad service mediocre food bad service literally flag down waiter multiple times get another glass wine serving champagne wine glass also odd such nice restaurant my fianc i both ordered course degestution by time got rd course i asked check i didnt want waste anymore time place nor eat bland food that looked as if been sitting under heat lamp there are much better options rome
France,The Frog at Bercy Village,Negative,Food in perfection but lack of service!,Feb 2022 •,Ristorante AdHoc in Rome brings out the best from the kitchen but with 2 few serving the rating goes down rapidly! I have never ever got the two first courses that fast but after that nothing..... We could not even order an espresso because the staff had to much work to do. This was our wedding dinner!!!,Food in perfection but lack of service! Ristorante AdHoc in Rome brings out the best from the kitchen but with 2 few serving the rating goes down rapidly! I have never ever got the two first courses that fast but after that nothing..... We could not even order an espresso because the staff had to much work to do. This was our wedding dinner!!!,0,food perfection but lack service ristorante adhoc rome brings out best from kitchen but few serving rating goes down rapidly i have never ever got two first courses that fast but after that nothing could not even order espresso because staff much work do our wedding dinner
France,The Frog at Bercy Village,Negative,Not worth your money!,May 2014 •,"We had read great reviews of Ad Hoc and I therefore booked a table long time in advance - as we were going to celebrate my mothers birthday. We had read that the restaurant had a dress code - so we dressed up. We visited the truffle tasting room - which was a pleasant experience with bubbles and truffles. The staff was also very Nice and professionell here. However, when we arrived at the restaurant we were greeted by a rather rude waiter!! And the restaurant did not seem to have a dress code at all - as there were guests in jeans, jeans jackets, shorts and also jogging suits?!! We ordered the land tasting meny with wine. The first course was rather ok and so was the pasta. The main course was not ok - it did not taste anything. I had also asked in advance if they could have a surprice for my mother - but the only thing she got was a candle on her dessert (which we had ordered already). The waiter continued to be rude out through the evening!! I would not recommend this restaurant!","Not worth your money! We had read great reviews of Ad Hoc and I therefore booked a table long time in advance - as we were going to celebrate my mothers birthday. We had read that the restaurant had a dress code - so we dressed up. We visited the truffle tasting room - which was a pleasant experience with bubbles and truffles. The staff was also very Nice and professionell here. However, when we arrived at the restaurant we were greeted by a rather rude waiter!! And the restaurant did not seem to have a dress code at all - as there were guests in jeans, jeans jackets, shorts and also jogging suits?!! We ordered the land tasting meny with wine. The first course was rather ok and so was the pasta. The main course was not ok - it did not taste anything. I had also asked in advance if they could have a surprice for my mother - but the only thing she got was a candle on her dessert (which we had ordered already). The waiter continued to be rude out through the evening!! I would not recommend this restaurant!",0,not worth your money read great reviews ad hoc i therefore booked table long time advance as were going celebrate my mothers birthday read that restaurant dress code so dressed up visited truffle tasting room which pleasant experience bubbles truffles staff also very nice professionell here however when arrived restaurant were greeted by rather rude waiter restaurant did not seem have dress code all as there were guests jeans jeans jackets shorts also jogging suits ordered land tasting meny wine first course rather ok so pasta main course not ok did not taste anything i also asked advance if they could have surprice my mother but only thing she got candle her dessert which ordered already waiter continued be rude out through evening i would not recommend restaurant
